Google,google/re2,2024-07,20.84,2.16
Google,google/re2,2024-08,12.3,2.69
Google,google/re2,2024-09,8.83,1.62
Google,google/re2,2024-10,15.89,1.32
Google,google/error-prone,2024-06,31.62,5.12
Google,google/error-prone,2024-07,45.91,4.6
Google,google/error-prone,2024-08,39.14,4.74
Google,google/error-prone,2024-09,37.74,3.63
Google,google/error-prone,2024-10,51.19,5.72
Google,google/blockly-games,2024-07,4.7,0.58
Google,google/blockly-games,2024-09,1.49,0.4
Google,google/blockly-games,2024-10,1.66,0.39
Google,google/adb-sync,2024-10,0.72,0.1
Google,google/redgrep,2024-06,3.84,0.6
Google,google/angle,2024-07,2.74,0.76
Google,google/leveldb,2024-06,10.77,1.66
Google,google/leveldb,2024-07,13.67,1.6
Google,google/leveldb,2024-08,6.24,1.24
Google,google/leveldb,2024-09,5.88,1.3
Google,google/leveldb,2024-10,9.38,1.09
Google,google/libaddressinput,2024-06,0.72,0.49
Google,google/sanitizers,2024-06,27.85,2.84
Google,google/sanitizers,2024-07,12.72,2.56
Google,google/sanitizers,2024-08,29.67,3.48
Google,google/sanitizers,2024-09,23.86,3.5
Google,google/sanitizers,2024-10,17.5,3.06
Google,google/open-location-code,2024-06,13.53,2.42
Google,google/open-location-code,2024-07,6.48,2.24
Google,google/open-location-code,2024-08,4.36,1.76
Google,google/open-location-code,2024-09,1.49,1.38
Google,google/open-location-code,2024-10,2.22,1.77
Google,google/recaptcha,2024-06,5.07,1.76
Google,google/recaptcha,2024-07,10.54,1.46
Google,google/recaptcha,2024-08,12.45,1.78
Google,google/recaptcha,2024-09,9.08,1.9
Google,google/recaptcha,2024-10,12.5,2.08
Google,google/material-design-icons,2024-06,23.42,3.69
Google,google/material-design-icons,2024-07,15.87,3.43
Google,google/material-design-icons,2024-08,31.3,5.73
Google,google/material-design-icons,2024-09,29.62,5.48
Google,google/material-design-icons,2024-10,37.88,5.68
Google,google/woff2,2024-08,3.47,0.24
Google,google/woff2,2024-09,1.49,0.36
Google,google/brotli,2024-06,3.41,0.55
Google,google/brotli,2024-07,12.07,1.22
Google,google/brotli,2024-08,18.74,1.62
Google,google/brotli,2024-09,16.68,1.99
Google,google/brotli,2024-10,22.56,2.27
Google,google/santa,2024-06,22.86,12.44
Google,google/santa,2024-07,34.26,13.5
Google,google/santa,2024-08,20.04,12.85
Google,google/santa,2024-09,14.28,11.86
Google,google/santa,2024-10,13.56,5.34
Google,google/codemirror.dart,2024-09,4.49,0.4
Google,google/codemirror.dart,2024-10,3.64,0.28
Google,google/personfinder,2024-06,6.2,0.26
Google,google/double-conversion,2024-06,3.96,0.12
Google,google/double-conversion,2024-07,2.47,0.14
Google,google/double-conversion,2024-10,6.24,0.35
Google,google/kir-holiday-lights,2024-10,2.47,0.31
Google,google/vim-syncopate,2024-10,1.66,0.17
Google,google/libphonenumber,2024-06,26.84,7.4
Google,google/libphonenumber,2024-07,22.51,7.72
Google,google/libphonenumber,2024-08,21.15,6.77
Google,google/libphonenumber,2024-09,31.54,7.17
Google,google/libphonenumber,2024-10,38.76,7.61
